marker_type,x,y,z,long_range,area_id
RhyolitePickup,-829298,4040,2842,f,81
ScrapMetalWreckage,-798223,17968,2988,f,81
FuelCellPart,-830154,9435,2504,f,81
MagnetitePickup,-833922,9118,1925,f,81
ScrapMetalPart,-839987,12247,967,f,81
RhyolitePickup,-830558,3281,2510,f,81
FuelCellPart,-812744,-4632,-2962,f,81
BrittleBush,-837770,16835,965,f,81
ScrapMetalPart,-806955,-4104,-2331,f,81
ScrapMetalWreckage,-782367,7023,1585,f,81
RhyolitePickup,-785019,-1457,1583,f,81
ScrapMetalWreckage,-795688,-12778,1989,f,81
AzuritePickup,-827462,18384,2616,f,81
ScrapMetalPart,-783718,7407,1623,f,81
BrittleBush,-809512,336,-1822,f,81
AzuritePickup,-793190,-13949,899,f,81
AzuritePickup,-797835,-15568,1682,f,81
ScrapMetalPart,-825790,-6590,3891,f,81
FuelCellPart,-798233,16072,3147,f,81
AzuritePickup,-821079,19884,2915,f,81
ScrapMetalPart,-797819,11943,3807,f,81
BrittleBush,-828856,23856,1539,f,81
BrittleBush,-804902,-7009,-1071,f,81
FuelCellPart,-794319,-5993,2401,f,81
ScrapMetalWreckage,-828024,-12145,1492,f,81
BrittleBush,-834177,14723,1712,f,81
FuelCellPart,-793417,-1259,2643,f,81
ScrapMetalWreckage,-795335,-13332,1746,f,81
ScrapMetalPart,-809467,-1094,-2291,f,81
ScrapMetalWreckage,-792563,8248,3281,f,81
ScrapMetalPart,-800847,-1594,6357,f,81
MagnetitePickup,-820248,4384,7592,f,81
RhyolitePickup,-792417,15229,2157,f,81
ScrapMetalPart,-794626,2631,4153,f,81
MagnetitePickup,-796767,-15912,1539,f,81
ScrapMetalPart,-827391,815,3008,f,81
ScrapMetalWreckage,-840121,13097,953,f,81
ScrapMetalPart,-828653,26331,1647,f,81
MagnetiteOre,-838477,10722,1167,f,81
BrittleBush,-817134,-8030,-2040,f,81
ScrapMetalPart,-786640,4912,1590,f,81
MagnetitePickup,-838812,10962,1027,f,81
MagnetitePickup,-826176,14935,4193,f,81
ScrapMetalPart,-791344,5462,3134,f,81
ScrapMetalWreckage,-797844,11931,3804,f,81
FuelCellWreckage,-804930,13612,5194,f,81
ScrapMetalPart,-828180,-49,2753,f,81
ScrapMetalPart,-799153,18656,3030,f,81
MagnetiteOre,-815342,12684,6131,f,81
MagnetiteOre,-810001,-12026,1178,f,81
RhyolitePickup,-831013,-879,1843,f,81
BrittleBush,-833672,8586,1621,f,81
ScrapMetalPart,-794037,1090,3470,f,81
BrittleBush,-796394,7435,4285,f,81
ScrapMetalWreckage,-827656,848,3020,f,81
MagnetiteOre,-811963,-9461,832,f,81
MagnetiteOre,-781945,5333,1565,f,81
FuelCellWreckage,-831399,-1245,1647,f,81
ScrapMetalPart,-823373,12531,4953,f,81
MagnetitePickup,-821497,-155,6624,f,81
FuelCellPart,-824971,15403,3648,f,81
ScrapMetalPart,-818344,-15854,1901,f,81
FuelCellWreckage,-825680,6350,4503,f,81
FuelCellPart,-802032,-1499,6427,f,81
FuelCellPart,-824699,8613,5222,f,81
RhyolitePickup,-822387,2536,6910,f,81
MagnetiteOre,-823474,-8267,4850,f,81
MagnetitePickup,-784897,204,1627,f,81
FuelCellPart,-799899,18061,3213,f,81
ScrapMetalPart,-825785,9094,5228,f,81
MagnetiteOre,-794200,-9786,2451,f,81
RhyolitePickup,-802906,-12202,5713,f,81
FuelCellPart,-805043,13650,5178,f,81
FuelCellPart,-829211,5953,2902,f,81
ScrapMetalPart,-797985,-12157,3698,f,81
ScrapMetalPart,-782405,6825,1573,f,81
FuelCellPart,-794432,-351,3086,f,81
ScrapMetalWreckage,-839997,12233,967,f,81
BrittleBush,-782133,-1596,1963,f,81
FuelCellPart,-792815,15210,2236,f,81
ScrapMetalPart,-816383,-18264,1088,f,81
ScrapMetalPart,-817750,15978,5839,f,81
MagnetiteOre,-805176,15895,4725,f,81
RhyolitePickup,-821449,14725,4324,f,81
AzuritePickup,-802518,-3621,6428,f,81
RhyolitePickup,-793311,14779,2407,f,81
ScrapMetalWreckage,-794225,1265,3568,f,81
MagnetitePickup,-785099,875,1708,f,81
ScrapMetalPart,-798856,15253,3319,f,81
ScrapMetalWreckage,-827705,-9554,2225,f,81
ScrapMetalPart,-821187,14511,4307,f,81
AzuritePickup,-824157,-13579,1989,f,81
BrittleBush,-813787,9644,2535,f,81
ScrapMetalWreckage,-825951,-11695,2163,f,81
ScrapMetalWreckage,-822605,6238,6913,f,81
MagnetitePickup,-805193,6479,9635,f,81
MagnetiteOre,-830741,-22514,2887,f,81
ScrapMetalWreckage,-793640,-5678,2166,f,81
ScrapMetalWreckage,-806585,4827,4234,f,81
FuelCellPart,-823111,-13880,2089,f,81
RhyolitePickup,-824488,-6590,4841,f,81
MagnetiteOre,-801318,-12743,5802,f,81
MagnetiteOre,-816069,-8558,-2093,f,81
MagnetitePickup,-809768,5277,2436,f,81
ScrapMetalPart,-785523,5240,1636,f,81
MagnetitePickup,-798960,12937,3601,f,81
ScrapMetalPart,-795201,-11996,2091,f,81
RhyolitePickup,-809748,-1292,-2377,f,81
RhyolitePickup,-812980,495,-1671,f,81
BrittleBush,-808068,16949,3746,f,81
RhyolitePickup,-799531,18703,3066,f,81
FuelCellPart,-829762,11590,2713,f,81
ScrapMetalPart,-796414,8520,4324,f,81
AzuritePickup,-801306,15917,3678,f,81
BrittleBush,-800505,-5921,1241,f,81
MagnetiteOre,-805219,-12265,5980,f,81
MagnetitePickup,-794629,-8738,2559,f,81
BrittleBush,-824697,23242,1626,f,81
ScrapMetalPart,-822676,5969,6882,f,81
FuelCellPart,-810621,8612,5990,f,81
MagnetiteOre,-813662,-168,-1910,f,81
MagnetitePickup,-831050,-22722,2934,f,81
RhyolitePickup,-806673,4242,4062,f,81
MagnetitePickup,-838054,14818,1166,f,81
MagnetitePickup,-812400,2194,-792,f,81
FuelCellPart,-794110,-3341,2406,f,81
ScrapMetalPart,-810230,10577,6848,f,81
ScrapMetalPart,-825590,-13253,1773,f,81
MagnetitePickup,-825574,7921,4945,f,81
MagnetiteOre,-794909,-8992,2617,f,81
ScrapMetalWreckage,-824837,15808,3512,f,81
MagnetiteOre,-784889,251,1615,f,81
ScrapMetalPart,-816984,-18534,1059,f,81
MagnetiteOre,-822943,719,6666,f,81
AzuritePickup,-802469,-4051,6428,f,81
ScrapMetalPart,-820914,12517,4723,f,81
ScrapMetalWreckage,-798280,15557,3207,f,81
BrittleBush,-827822,-22853,1822,f,81
ScrapMetalPart,-795931,-12881,2045,f,81
AzuritePickup,-811695,21810,2560,f,81
ScrapMetalWreckage,-822180,-15650,1711,f,81
MagnetitePickup,-803443,-4949,6521,f,81
ScrapMetalPart,-798749,16169,3215,f,81
MagnetiteOre,-798345,2512,4847,f,81
MagnetiteOre,-820664,4300,7649,f,81
ScrapMetalWreckage,-812437,509,-1642,f,81
AzuritePickup,-799379,-13724,4441,f,81
MagnetiteOre,-826157,15435,4156,f,81
ScrapMetalPart,-832176,3395,1848,f,81
ScrapMetalPart,-800651,17965,3320,f,81
RhyolitePickup,-823130,16593,3504,f,81
FuelCellPart,-797555,7551,4578,f,81
ScrapMetalWreckage,-794289,14875,2497,f,81
MagnetiteOre,-800824,-11808,5810,f,81
MagnetiteOre,-795149,-17242,595,f,81
ScrapMetalWreckage,-830103,8501,2566,f,81
ScrapMetalPart,-789762,-35,1911,f,81
ScrapMetalPart,-810429,13857,6333,f,81
RhyolitePickup,-815507,-5451,-2640,f,81
ScrapMetalPart,-802914,-1150,7371,f,81
BrittleBush,-795502,-514,3202,f,81
ScrapMetalWreckage,-830648,3662,2399,f,81
ScrapMetalPart,-807200,10707,6524,f,81
MagnetitePickup,-801132,-11536,5768,f,81
MagnetiteOre,-833555,9413,1582,f,81
ScrapMetalPart,-829379,24417,1645,f,81
FuelCellPart,-798013,13321,3399,f,81
FuelCellWreckage,-827058,-15879,887,f,81
ScrapMetalWreckage,-826644,-12188,1859,f,81
ScrapMetalPart,-815511,-19080,1435,f,81
RhyolitePickup,-785601,-1359,1572,f,81
ScrapMetalPart,-812177,564,-1590,f,81
MagnetiteOre,-816452,-4902,-2277,f,81
ScrapMetalPart,-825250,-5175,4427,f,81
ScrapMetalPart,-833735,19826,1001,f,81
MagnetiteOre,-830306,1668,3393,f,81
MagnetiteOre,-823220,-6226,4757,f,81
ScrapMetalPart,-797159,13800,3147,f,81
ScrapMetalWreckage,-831229,9572,2161,f,81
MagnetitePickup,-814906,12582,6105,f,81
MagnetiteOre,-798574,13080,3498,f,81
BrittleBush,-833672,15215,1529,f,81
BrittleBush,-833326,8685,1495,f,81
ScrapMetalPart,-817369,13459,5554,f,81
ScrapMetalPart,-833874,12740,1630,f,81
ScrapMetalWreckage,-824315,15015,3802,f,81
RhyolitePickup,-793820,-16792,722,f,81
ScrapMetalPart,-791778,9070,2920,f,81
ScrapMetalWreckage,-827384,-7200,2815,f,81
ScrapMetalPart,-817873,1163,239,f,81
ScrapMetalPart,-824327,14861,3852,f,81
FuelCellPart,-820356,-15119,2128,f,81
ScrapMetalPart,-798108,-17212,1200,f,81
RhyolitePickup,-808775,-11864,786,f,81
RhyolitePickup,-796630,10581,4066,f,81
ScrapMetalPart,-831235,9553,2154,f,81
ScrapMetalPart,-793409,11416,3347,f,81
BrittleBush,-795211,-8803,2705,f,81
ScrapMetalWreckage,-809983,10470,6863,f,81
ScrapMetalWreckage,-793907,-283,2990,f,81
FuelCellPart,-828349,-9194,2108,f,81
FuelCellPart,-796697,9086,4287,f,81
ScrapMetalPart,-826858,-12146,1804,f,81
MagnetiteOre,-821890,-315,6619,f,81
FuelCellWreckage,-794134,-3326,2407,f,81
MagnetiteOre,-809953,4911,2419,f,81
ScrapMetalPart,-824618,15108,3750,f,81
FuelCellPart,-794975,-7081,2788,f,81
ScrapMetalPart,-793593,-5947,2183,f,81
FuelCellWreckage,-819979,-15626,1970,f,81
FuelCellPart,-801599,4699,8643,f,81
MagnetiteOre,-838004,15114,1175,f,81
MagnetiteOre,-819147,12383,5727,f,81
ScrapMetalPart,-796113,12783,3342,f,81
ScrapMetalPart,-829979,10201,2599,f,81
BrittleBush,-798298,5636,5654,f,81
ScrapMetalWreckage,-800800,-1595,6354,f,81
RhyolitePickup,-784383,6806,1562,f,81
RhyolitePickup,-795369,13467,3047,f,81
FuelCellWreckage,-812995,-4518,-2945,f,81
RhyolitePickup,-823473,11904,5077,f,81
RhyolitePickup,-809824,845,-1617,f,81
ScrapMetalPart,-804830,14417,4989,f,81
ScrapMetalPart,-823112,16244,3604,f,81
ScrapMetalPart,-831475,-16851,970,f,81
BrittleBush,-791343,4605,3202,f,81
ScrapMetalPart,-806920,-7699,-1585,f,81
ScrapMetalWreckage,-792006,8937,3017,f,81
ScrapMetalPart,-821977,-15826,1692,f,81
MagnetiteOre,-825164,7900,5032,f,81
ScrapMetalWreckage,-824444,-11060,2687,f,81
FuelCellPart,-804023,16813,3787,f,81
ScrapMetalWreckage,-810071,14116,6380,f,81
FuelCellPart,-819744,-15638,1994,f,81
ScrapMetalWreckage,-798610,-13012,4025,f,81
ScrapMetalPart,-827617,-9350,2296,f,81
MagnetiteOre,-801612,-17547,1558,f,81
ScrapMetalPart,-802823,-12720,5648,f,81
ScrapMetalPart,-813918,-1478,-2334,f,81
ScrapMetalWreckage,-820960,14629,4228,f,81
ScrapMetalWreckage,-807520,22249,2446,f,81
MagnetitePickup,-809833,-12077,1167,f,81
ScrapMetalPart,-819756,9377,7154,f,81
BrittleBush,-814824,14478,3806,f,81
ScrapMetalWreckage,-834001,12983,1623,f,81
ScrapMetalPart,-827358,-1517,2371,f,81
FuelCellPart,-825940,6299,4440,f,81
BrittleBush,-781127,3738,1660,f,81
ScrapMetalWreckage,-814620,2963,19,f,81
ScrapMetalWreckage,-789779,-308,1898,f,81
ScrapMetalPart,-831628,-549,1717,f,81
FuelCellPart,-823939,5919,6766,f,81
RhyolitePickup,-832390,8524,1788,f,81
ScrapMetalPart,-825079,15699,3544,f,81
ScrapMetalWreckage,-817193,-18511,1024,f,81
FuelCellPart,-831370,-1511,1609,f,81
MagnetitePickup,-823417,-5873,4996,f,81
RhyolitePickup,-828452,26723,1686,f,81
AzuritePickup,-834075,12348,1686,f,81
FuelCellPart,-802972,-11099,5770,f,81
ScrapMetalPart,-805296,4818,9660,f,81
ScrapMetalWreckage,-786658,4912,1590,f,81
FuelCellPart,-822865,-8871,4845,f,81
FuelCellPart,-794912,-579,3078,f,81
RhyolitePickup,-800293,18112,3250,f,81
ScrapMetalWreckage,-793667,-16411,752,f,81
RhyolitePickup,-786372,3781,1715,f,81
ScrapMetalWreckage,-799071,15414,3329,f,81
FuelCellPart,-794474,-16960,584,f,81
ScrapMetalWreckage,-806340,-17383,1366,f,81
RhyolitePickup,-820421,-10967,4833,f,81
RhyolitePickup,-813299,-2015,-2604,f,81
ScrapMetalPart,-839945,13089,960,f,81
MagnetitePickup,-801995,-17681,1548,f,81
MagnetiteOre,-785293,1226,1727,f,81
ScrapMetalPart,-798319,6132,5724,f,81
MagnetitePickup,-824596,-7363,4855,f,81
ScrapMetalWreckage,-796371,8784,4280,f,81
MagnetitePickup,-812292,-9706,847,f,81
FuelCellPart,-837417,16311,1008,f,81
ScrapMetalPart,-827995,-11874,1563,f,81
ScrapMetalPart,-814355,2967,-33,f,81
MagnetiteOre,-797053,-15626,1508,f,81
MagnetiteOre,-824919,-7378,4799,f,81
FuelCellPart,-827242,-15992,838,f,81
MagnetiteOre,-805583,6606,9617,f,81
FuelCellPart,-817912,-18677,971,f,81
ScrapMetalWreckage,-817964,1370,240,f,81
ScrapMetalPart,-815322,-17203,1605,f,81
ScrapMetalPart,-796238,10851,3975,f,81
MagnetitePickup,-816086,-17887,1260,f,81
RhyolitePickup,-795536,3464,4625,f,81
ScrapMetalPart,-792638,7988,3338,f,81
ScrapMetalWreckage,-806690,-4184,-2225,f,81
MagnetiteOre,-803695,-4950,6545,f,81
FuelCellPart,-823728,-6295,4839,f,81
FuelCellPart,-809584,-5331,-2950,f,81
RhyolitePickup,-824880,-14023,1720,f,81
RhyolitePickup,-815857,-7249,-2533,f,81
ScrapMetalPart,-785735,6869,1503,f,81
AzuritePickup,-822983,2092,6687,f,81
ScrapMetalPart,-823381,-6953,4825,f,81
BrittleBush,-818979,857,271,f,81
ScrapMetalPart,-796982,-12944,2361,f,81
MagnetiteOre,-804464,15093,4921,f,81
ScrapMetalPart,-795264,-13584,1671,f,81
RhyolitePickup,-819539,-15894,1917,f,81
BrittleBush,-811813,-1273,-2666,f,81
AzuritePickup,-830810,-1226,1827,f,81
ScrapMetalPart,-798031,17774,2976,f,81
MagnetitePickup,-814061,-70,-1844,f,81
ScrapMetalWreckage,-823323,5375,6756,f,81
MagnetiteOre,-812659,2512,-619,f,81
BrittleBush,-819454,-13489,3227,f,81
MagnetiteOre,-817402,15362,5774,f,81
ScrapMetalPart,-820929,7632,7089,f,81
ScrapMetalWreckage,-785830,6751,1503,f,81
ScrapMetalWreckage,-800661,17748,3350,f,81
ScrapMetalPart,-798546,15555,3238,f,81
MagnetitePickup,-794516,-9721,2456,f,81
ScrapMetalWreckage,-828526,26088,1632,f,81
RhyolitePickup,-822975,2534,6715,f,81
ScrapMetalWreckage,-820810,12397,4743,f,81
ScrapMetalWreckage,-814113,-1663,-2352,f,81
ScrapMetalPart,-820729,5764,8975,f,81
FuelCellPart,-814619,-1722,-2244,f,81
BrittleBush,-804530,9047,7544,f,81
ScrapMetalWreckage,-805320,4811,9646,f,81
ScrapMetalPart,-793568,-16669,786,f,81
ScrapMetalWreckage,-833214,14147,1410,f,81
MagnetitePickup,-817414,15772,5809,f,81
ScrapMetalWreckage,-807201,10976,6511,f,81
ScrapMetalWreckage,-820679,6035,9004,f,81
ScrapMetalWreckage,-799081,18509,3040,f,81
ScrapMetalPart,-823312,5100,6734,f,81
ScrapMetalPart,-827397,-7480,2766,f,81
AzuritePickup,-825452,-5534,4388,f,81
ScrapMetalWreckage,-797983,-16972,1265,f,81
FuelCellWreckage,-795634,-11682,2307,f,81
BrittleBush,-801547,16191,3686,f,81
ScrapMetalWreckage,-796196,10727,3977,f,81
MagnetitePickup,-816355,-4500,-2241,f,81
ScrapMetalPart,-785591,-727,1565,f,81
BrittleBush,-813052,10455,2934,f,81
MagnetiteOre,-816298,-17535,1328,f,81
ScrapMetalPart,-810260,14302,6312,f,81
FuelCellPart,-780204,4557,1623,f,81
BrittleBush,-780396,4025,1588,f,81
FuelCellPart,-779871,3566,1635,f,81
ScrapMetalPart,-780246,6038,1724,f,81
FuelCellWreckage,-780218,4531,1617,f,81
FuelCellPart,-1090235,1099967,16918,f,13
ScrapMetalWreckage,-1106141,1095923,16717,f,13
BasaltOre,-1130785,1071612,15355,f,13
FuelCellPart,-1116002,1094945,20989,f,13
ScrapMetalWreckage,-1113284,1089924,22497,f,13
ScrapMetalWreckage,-1101627,1090276,16942,f,13
RhyolitePickup,-1148419,957051,21750,f,13
RhyolitePickup,-1150066,958213,21536,f,13
ScrapMetalWreckage,-1147506,956914,21767,f,13
FuelCellPart,-1149688,957248,21609,f,13
ScrapMetalPart,-1147383,957059,21811,f,13
StravidiumOre,-1147051,948819,21470,f,13
StravidiumPickup,-1146737,948666,21522,f,13
AzuritePickup,-1146654,951047,21619,f,13
RhyolitePickup,-1146316,951429,21665,f,13
ScrapMetalPart,-1146707,953505,21741,f,13
RhyolitePickup,-1148523,957671,21778,f,13
ScrapMetalWreckage,-1147735,954791,21517,f,13
ScrapMetalPart,-1147558,954890,21499,f,13
ScrapMetalWreckage,-1152850,961869,21231,f,13
TitaniumPickup,-1154015,965100,21218,f,13
FuelCellPart,-1153303,961955,21280,f,13
ScrapMetalPart,-1152826,961895,21207,f,13
Shipwreck,-1144752,1003286,39063,t,13
RhyolitePickup,-1138882,1041265,18889,f,13
FuelCellPart,-1138198,1041431,19031,f,13
ScrapMetalWreckage,-1139759,1039272,18996,f,13
AzuritePickup,-1139828,1038596,19070,f,13
FuelCellPart,-1135297,1044150,18776,f,13
ScrapMetalPart,-1139737,1039265,19008,f,13
ScrapMetalPart,-1138456,1042616,18555,f,13
TitaniumOre,-1104199,1055405,18078,f,13
Shipwreck,-1094438,993188,21172,t,13
FuelCellPart,-1021873,945511,16364,f,13
RhyolitePickup,-1069164,910278,18840,f,13
ScrapMetalPart,-1059595,919695,16942,f,13
RhyolitePickup,-1024921,922363,19042,f,13
ScrapMetalPart,-1021217,949747,19849,f,13
RhyolitePickup,-1058104,905009,19745,f,13
ScrapMetalPart,-1036764,925057,19248,f,13
FuelCellWreckage,-1052760,905428,20186,f,13
ScrapMetalPart,-1063882,913655,17895,f,13
ScrapMetalWreckage,-1048271,950813,16249,f,13
FuelCellPart,-1050797,960644,16334,f,13
AzuritePickup,-1013907,943051,15640,f,13
ScrapMetalWreckage,-1059585,926096,16047,f,13
ScrapMetalPart,-1064176,907648,18185,f,13
BrittleBush,-1026003,929078,17263,f,13
ScrapMetalWreckage,-1046039,948469,16186,f,13
ScrapMetalWreckage,-1021609,931435,15767,f,13
RhyolitePickup,-1024512,919693,19285,f,13
BasaltOre,-1024620,922637,18949,f,13
ScrapMetalWreckage,-1063570,909941,18049,f,13
ScrapMetalPart,-1013338,945016,15485,f,13
ScrapMetalPart,-1029804,930095,17213,f,13
ScrapMetalPart,-1040089,941665,15662,f,13
ScrapMetalPart,-1030276,921529,19555,f,13
FuelCellPart,-1025805,940027,15358,f,13
ScrapMetalPart,-1063638,906570,18504,f,13
FuelCellPart,-1041292,948170,16269,f,13
RhyolitePickup,-1034214,911884,18023,f,13
ScrapMetalPart,-1028911,927287,18452,f,13
BrittleBush,-1003702,943481,16052,f,13
ScrapMetalPart,-1028720,912213,18782,f,13
ScrapMetalWreckage,-1064177,907675,18173,f,13
RhyolitePickup,-1029236,912423,18693,f,13
RhyolitePickup,-1045215,909923,18277,f,13
FuelCellPart,-1034320,922002,19591,f,13
ScrapMetalWreckage,-1021694,929130,16457,f,13
RhyolitePickup,-1014686,946895,15881,f,13
ScrapMetalWreckage,-1024521,932629,16209,f,13
BauxitePickup,-1030517,947123,16418,f,13
BasaltPickup,-1033666,933656,15760,f,13
ScrapMetalPart,-1042101,909602,18322,f,13
ScrapMetalWreckage,-1038138,941731,15560,f,13
ScrapMetalWreckage,-1043463,910399,18060,f,13
RhyolitePickup,-1023116,919773,19135,f,13
ScrapMetalPart,-1051065,920648,17120,f,13
ScrapMetalPart,-1052983,928649,15839,f,13
AzuritePickup,-1025303,944559,16358,f,13
RhyolitePickup,-1027719,912906,18895,f,13
ScrapMetalWreckage,-1059329,910730,18227,f,13
FuelCellWreckage,-1048436,949567,16093,f,13
ScrapMetalPart,-1048194,950550,16239,f,13
ScrapMetalPart,-1049070,922615,16886,f,13
BrittleBush,-1018203,945902,16297,f,13
ScrapMetalPart,-1057068,921728,16701,f,13
ScrapMetalPart,-1044923,950026,16293,f,13
RhyolitePickup,-1037346,947333,16630,f,13
AzuriteOre,-1061830,905851,19033,f,13
ScrapMetalPart,-1054401,911487,18472,f,13
AzuritePickup,-1059973,905020,19530,f,13
AzuritePickup,-1041924,947254,16256,f,13
ScrapMetalPart,-1050834,905860,19704,f,13
ScrapMetalWreckage,-1058618,921970,16529,f,13
ScrapMetalPart,-1036329,941972,15621,f,13
FuelCellPart,-1048490,949792,16098,f,13
ScrapMetalPart,-1046041,911283,18038,f,13
FuelCellPart,-1052059,918107,17670,f,13
FuelCellPart,-1061828,930715,15026,f,13
ScrapMetalPart,-1061369,910976,18011,f,13
RhyolitePickup,-1046564,928606,16639,f,13
RhyolitePickup,-1034713,952137,22001,f,13
ScrapMetalPart,-1049143,910402,18343,f,13
ScrapMetalWreckage,-1049553,909475,18707,f,13
FuelCellPart,-1034098,947751,16337,f,13
BrittleBush,-1029898,930704,17023,f,13
ScrapMetalPart,-1032196,947201,16359,f,13
BasaltPickup,-1028845,919075,19418,f,13
FuelCellPart,-1038956,912499,17657,f,13
ScrapMetalPart,-1022745,943826,16326,f,13
AzuritePickup,-1014217,943460,15762,f,13
StravidiumOre,-1034311,945624,16340,f,13
RhyolitePickup,-1023250,943609,16249,f,13
BauxitePickup,-1020289,924827,17250,f,13
ScrapMetalPart,-1022647,922296,18526,f,13
ScrapMetalWreckage,-1049161,910435,18330,f,13
BrittleBush,-1047887,930950,16325,f,13
ScrapMetalPart,-1065033,911569,18005,f,13
BasaltPickup,-1038965,953780,22055,f,13
ScrapMetalWreckage,-1030148,909728,18865,f,13
RhyolitePickup,-1035291,909065,18510,f,13
FuelCellPart,-1053888,911222,18526,f,13
ScrapMetalWreckage,-1046883,930203,16494,f,13
FuelCellPart,-1053027,905472,20169,f,13
BrittleBush,-1024256,949927,19640,f,13
AzuritePickup,-1002082,944212,16269,f,13
ScrapMetalPart,-1026739,920284,19374,f,13
BrittleBush,-1031637,936857,15411,f,13
ScrapMetalPart,-1052845,920251,17047,f,13
FuelCellPart,-1033354,921752,19602,f,13
AzuritePickup,-1058473,921270,16697,f,13
ScrapMetalPart,-1024579,932451,16267,f,13
RhyolitePickup,-1057765,905051,19730,f,13
ScrapMetalWreckage,-1061900,916444,17466,f,13
RhyolitePickup,-1046037,909916,18348,f,13
ScrapMetalPart,-1046824,909703,18407,f,13
ScrapMetalWreckage,-1044887,949756,16289,f,13
BauxitePickup,-1017830,927085,16336,f,13
ScrapMetalPart,-1021451,929042,16412,f,13
FuelCellPart,-1031039,914661,18389,f,13
RhyoliteOre,-1018084,947033,16366,f,13
BauxitePickup,-1039910,953340,22178,f,13
ScrapMetalPart,-1024798,944667,16339,f,13
FuelCellPart,-1057310,910131,18548,f,13
FuelCellPart,-1030552,943248,16092,f,13
RhyolitePickup,-1037648,929111,17557,f,13
ScrapMetalPart,-1064333,919566,16928,f,13
ScrapMetalPart,-1058563,922233,16499,f,13
ScrapMetalPart,-1017555,930694,15731,f,13
ScrapMetalWreckage,-1064966,911309,17993,f,13
RhyolitePickup,-1064318,921304,16617,f,13
AzuritePickup,-1055799,925929,16161,f,13
ScrapMetalPart,-1061716,914101,17805,f,13
ScrapMetalPart,-1045956,948674,16196,f,13
ScrapMetalWreckage,-1023470,920553,19058,f,13
RhyolitePickup,-1027682,934808,15924,f,13
BauxiteOre,-1030626,946727,16465,f,13
ScrapMetalPart,-1060475,919691,16890,f,13
RhyolitePickup,-1044974,920678,17019,f,13
BauxitePickup,-1064310,924306,16497,f,13
AzuritePickup,-1034778,942966,15911,f,13
RhyolitePickup,-1030400,920174,19495,f,13
RhyolitePickup,-1028790,934380,15900,f,13
ScrapMetalPart,-1027610,912240,18987,f,13
AzuritePickup,-1054808,910633,18543,f,13
AzuritePickup,-1041848,909810,18251,f,13
ScrapMetalPart,-1051647,933396,15400,f,13
RhyolitePickup,-1055784,928967,15530,f,13
FuelCellPart,-1057511,922141,16580,f,13
AzuritePickup,-1041764,908360,18655,f,13
FuelCellPart,-1062317,915995,17639,f,13
BauxiteOre,-1033017,934902,15483,f,13
ScrapMetalWreckage,-1050877,915618,17938,f,13
ScrapMetalPart,-1034513,929140,17700,f,13
ScrapMetalWreckage,-1052627,920261,17058,f,13
BauxitePickup,-1044743,923732,17065,f,13
ScrapMetalPart,-1056454,910484,18532,f,13
BauxitePickup,-1032774,935233,15442,f,13
ScrapMetalWreckage,-1064438,919323,16985,f,13
ScrapMetalPart,-1027531,929720,17542,f,13
ScrapMetalWreckage,-1034989,952580,21971,f,13
BasaltOre,-1038577,953641,22040,f,13
RhyolitePickup,-1050825,949704,15860,f,13
ScrapMetalPart,-1021485,931497,15746,f,13
FuelCellPart,-1058331,908537,18943,f,13
FuelCellWreckage,-1033366,922030,19549,f,13
ScrapMetalPart,-1037405,953267,22051,f,13
ScrapMetalWreckage,-1031924,950843,21187,f,13
ScrapMetalWreckage,-1022784,943920,16255,f,13
ScrapMetalPart,-1063762,909751,18039,f,13
ScrapMetalWreckage,-1058046,921566,16668,f,13
ScrapMetalWreckage,-1051520,933499,15410,f,13
AzuritePickup,-1045314,923461,17076,f,13
FuelCellPart,-1042254,906755,19158,f,13
ScrapMetalPart,-1041760,912194,17557,f,13
